sample ,population,chromosome,rawGenomicCount
HG00142,GBR,chr15,18
HG00142,GBR,chr16,7
HG00142,GBR,chr17,9
HG00142,GBR,chr18,38
HG00142,GBR,chr19,16
HG00142,GBR,chr20,13
HG00142,GBR,chr21,29
HG00142,GBR,chr22,1
HG00143,GBR,chr1,33
HG00143,GBR,chr2,4
HG00143,GBR,chr3,5
HG00143,GBR,chr4,39
HG00143,GBR,chr5,216
HG00143,GBR,chr6,2
HG00143,GBR,chr7,5
HG00143,GBR,chr8,4
HG00143,GBR,chr9,6
HG00143,GBR,chr10,3
HG00143,GBR,chr11,5
HG00143,GBR,chr12,86
HG00143,GBR,chr13,
HG00143,GBR,chr14,
HG00143,GBR,chr15,11
HG00143,GBR,chr16,2
HG00143,GBR,chr17,
HG00143,GBR,chr18,11
HG00143,GBR,chr19,12
HG00143,GBR,chr20,1
HG00143,GBR,chr21,2
HG00143,GBR,chr22,
HG00148,GBR,chr1,50
HG00148,GBR,chr2,11
HG00148,GBR,chr3,4
HG00148,GBR,chr4,46
HG00148,GBR,chr5,273
HG00148,GBR,chr6,7
HG00148,GBR,chr7,13
HG00148,GBR,chr8,5
HG00148,GBR,chr9,5
HG00148,GBR,chr10,8
HG00148,GBR,chr11,1
HG00148,GBR,chr12,79
HG00148,GBR,chr13,
HG00148,GBR,chr14,2
HG00148,GBR,chr15,12
HG00148,GBR,chr16,3
HG00148,GBR,chr17,2
HG00148,GBR,chr18,11
HG00148,GBR,chr19,1
HG00148,GBR,chr20,5
HG00148,GBR,chr21,13
HG00148,GBR,chr22,3
HG00149,GBR,chr1,244
HG00149,GBR,chr2,62
HG00149,GBR,chr3,18
HG00149,GBR,chr4,141
HG00149,GBR,chr5,1728
HG00149,GBR,chr6,12
HG00149,GBR,chr7,68
HG00149,GBR,chr8,3
HG00149,GBR,chr9,5
HG00149,GBR,chr10,15
HG00149,GBR,chr11,15
HG00149,GBR,chr12,520
HG00149,GBR,chr13,2
HG00149,GBR,chr14,2
HG00149,GBR,chr15,39
HG00149,GBR,chr16,6
HG00149,GBR,chr17,11
HG00149,GBR,chr18,56
HG00149,GBR,chr19,33
HG00149,GBR,chr20,11
HG00149,GBR,chr21,28
HG00149,GBR,chr22,2
HG00150,GBR,chr1,76
HG00150,GBR,chr2,15
HG00150,GBR,chr3,12
HG00150,GBR,chr4,47
HG00150,GBR,chr5,505
HG00150,GBR,chr6,8
HG00150,GBR,chr7,22
HG00150,GBR,chr8,3
HG00150,GBR,chr9,6
HG00150,GBR,chr10,12
HG00150,GBR,chr11,4
HG00150,GBR,chr12,122
HG00150,GBR,chr13,2
HG00150,GBR,chr14,1
HG00150,GBR,chr15,17
HG00150,GBR,chr16,3
HG00150,GBR,chr17,4
HG00150,GBR,chr18,41
HG00150,GBR,chr19,63
HG00150,GBR,chr20,9
HG00150,GBR,chr21,9
HG00150,GBR,chr22,1
HG00151,GBR,chr1,108
HG00151,GBR,chr2,14
HG00151,GBR,chr3,6
HG00151,GBR,chr4,63
HG00151,GBR,chr5,639
HG00151,GBR,chr6,4
HG00151,GBR,chr7,20
HG00151,GBR,chr8,3
HG00151,GBR,chr9,2
HG00151,GBR,chr10,9
HG00151,GBR,chr11,4
HG00151,GBR,chr12,193
HG00151,GBR,chr13,
HG00151,GBR,chr14,1
HG00151,GBR,chr15,19
HG00151,GBR,chr16,4
HG00151,GBR,chr17,3
HG00151,GBR,chr18,27
HG00151,GBR,chr19,16
HG00151,GBR,chr20,4
HG00151,GBR,chr21,24
HG00151,GBR,chr22,2
HG00155,GBR,chr1,25
HG00155,GBR,chr2,11
HG00155,GBR,chr3,2
HG00155,GBR,chr4,7
HG00155,GBR,chr5,58
HG00155,GBR,chr6,3
HG00155,GBR,chr7,8
HG00155,GBR,chr8,1
HG00155,GBR,chr9,6
HG00155,GBR,chr10,8
HG00155,GBR,chr11,2
HG00155,GBR,chr12,24
HG00155,GBR,chr13,1
HG00155,GBR,chr14,1
HG00155,GBR,chr15,5
HG00155,GBR,chr16,3
HG00155,GBR,chr17,1
HG00155,GBR,chr18,8
HG00155,GBR,chr19,5
HG00155,GBR,chr20,3
HG00155,GBR,chr21,3
HG00155,GBR,chr22,2
HG00157,GBR,chr1,11
HG00157,GBR,chr2,4
HG00157,GBR,chr3,3
HG00157,GBR,chr4,9
HG00157,GBR,chr5,20
HG00157,GBR,chr6,3
HG00157,GBR,chr7,10
HG00157,GBR,chr8,3
HG00157,GBR,chr9,5
HG00157,GBR,chr10,5
HG00157,GBR,chr11,4
HG00157,GBR,chr12,6
HG00157,GBR,chr13,2
HG00157,GBR,chr14,
HG00157,GBR,chr15,3
HG00157,GBR,chr16,
HG00157,GBR,chr17,
HG00157,GBR,chr18,7
HG00157,GBR,chr19,5
HG00157,GBR,chr20,1
HG00157,GBR,chr21,2
HG00157,GBR,chr22,1
HG00158,GBR,chr1,17
HG00158,GBR,chr2,8
HG00158,GBR,chr3,
HG00158,GBR,chr4,11
HG00158,GBR,chr5,40
HG00158,GBR,chr6,2
HG00158,GBR,chr7,5
HG00158,GBR,chr8,
HG00158,GBR,chr9,4
HG00158,GBR,chr10,5
HG00158,GBR,chr11,2
HG00158,GBR,chr12,29
HG00158,GBR,chr13,
HG00158,GBR,chr14,
HG00158,GBR,chr15,6
HG00158,GBR,chr16,1
HG00158,GBR,chr17,1
HG00158,GBR,chr18,2
HG00158,GBR,chr19,
HG00158,GBR,chr20,
HG00158,GBR,chr21,3
HG00158,GBR,chr22,
HG00159,GBR,chr1,11
HG00159,GBR,chr2,2
HG00159,GBR,chr3,2
HG00159,GBR,chr4,12
HG00159,GBR,chr5,24
HG00159,GBR,chr6,3
HG00159,GBR,chr7,6
HG00159,GBR,chr8,
HG00159,GBR,chr9,2
HG00159,GBR,chr10,7
HG00159,GBR,chr11,2
HG00159,GBR,chr12,8
HG00159,GBR,chr13,
HG00159,GBR,chr14,
HG00159,GBR,chr15,1
HG00159,GBR,chr16,3
HG00159,GBR,chr17,2
HG00159,GBR,chr18,2
HG00159,GBR,chr19,3
HG00159,GBR,chr20,
HG00159,GBR,chr21,7
HG00159,GBR,chr22,1
HG00160,GBR,chr1,22
HG00160,GBR,chr2,4
HG00160,GBR,chr3,4
HG00160,GBR,chr4,18
HG00160,GBR,chr5,58
HG00160,GBR,chr6,1
HG00160,GBR,chr7,10
HG00160,GBR,chr8,2
HG00160,GBR,chr9,4
HG00160,GBR,chr10,10
HG00160,GBR,chr11,3
HG00160,GBR,chr12,27
HG00160,GBR,chr13,
HG00160,GBR,chr14,
HG00160,GBR,chr15,4
HG00160,GBR,chr16,3
HG00160,GBR,chr17,5
HG00160,GBR,chr18,18
HG00160,GBR,chr19,3
HG00160,GBR,chr20,1
HG00160,GBR,chr21,6
HG00160,GBR,chr22,
HG00171,FIN,chr1,72
HG00171,FIN,chr2,13
HG00171,FIN,chr3,6
HG00171,FIN,chr4,28
HG00171,FIN,chr5,276
HG00171,FIN,chr6,3
HG00171,FIN,chr7,20
HG00171,FIN,chr8,3
HG00171,FIN,chr9,7
HG00171,FIN,chr10,7
HG00171,FIN,chr11,5
HG00171,FIN,chr12,86
HG00171,FIN,chr13,1
HG00171,FIN,chr14,1
HG00171,FIN,chr15,16
HG00171,FIN,chr16,4
HG00171,FIN,chr17,1
HG00171,FIN,chr18,15
HG00171,FIN,chr19,7
HG00171,FIN,chr20,2
HG00171,FIN,chr21,11
HG00171,FIN,chr22,
HG00173,FIN,chr1,20
HG00173,FIN,chr2,4
HG00173,FIN,chr3,4
HG00173,FIN,chr4,14
HG00173,FIN,chr5,68
HG00173,FIN,chr6,2
HG00173,FIN,chr7,6
HG00173,FIN,chr8,3
HG00173,FIN,chr9,4
HG00173,FIN,chr10,7
HG00173,FIN,chr11,1
HG00173,FIN,chr12,25
HG00173,FIN,chr13,1
HG00173,FIN,chr14,
HG00173,FIN,chr15,5
HG00173,FIN,chr16,2
HG00173,FIN,chr17,1
HG00173,FIN,chr18,8
HG00173,FIN,chr19,3
HG00173,FIN,chr20,
HG00173,FIN,chr21,3
HG00173,FIN,chr22,
HG00174,FIN,chr1,63
HG00174,FIN,chr2,13
HG00174,FIN,chr3,6
HG00174,FIN,chr4,46
HG00174,FIN,chr5,407
HG00174,FIN,chr6,5
HG00174,FIN,chr7,16
HG00174,FIN,chr8,3
HG00174,FIN,chr9,7
HG00174,FIN,chr10,11
HG00174,FIN,chr11,6
HG00174,FIN,chr12,115
HG00174,FIN,chr13,1
HG00174,FIN,chr14,1
HG00174,FIN,chr15,17
HG00174,FIN,chr16,5
HG00174,FIN,chr17,1
HG00174,FIN,chr18,30
HG00174,FIN,chr19,14
HG00174,FIN,chr20,5
HG00174,FIN,chr21,17
HG00174,FIN,chr22,
HG00176,FIN,chr1,68
HG00176,FIN,chr2,18
HG00176,FIN,chr3,3
HG00176,FIN,chr4,46
HG00176,FIN,chr5,520
HG00176,FIN,chr6,13
HG00176,FIN,chr7,24
HG00176,FIN,chr8,2
HG00176,FIN,chr9,6
HG00176,FIN,chr10,9
HG00176,FIN,chr11,5
HG00176,FIN,chr12,170
HG00176,FIN,chr13,
HG00176,FIN,chr14,
HG00176,FIN,chr15,17
HG00176,FIN,chr16,9
HG00176,FIN,chr17,3
HG00176,FIN,chr18,14
HG00176,FIN,chr19,4
HG00176,FIN,chr20,4
HG00176,FIN,chr21,16
HG00176,FIN,chr22,2
HG00177,FIN,chr1,25
HG00177,FIN,chr2,1
HG00177,FIN,chr3,6
HG00177,FIN,chr4,13
HG00177,FIN,chr5,111
HG00177,FIN,chr6,2
HG00177,FIN,chr7,8
HG00177,FIN,chr8,1
HG00177,FIN,chr9,4
HG00177,FIN,chr10,4
HG00177,FIN,chr11,3
HG00177,FIN,chr12,30
HG00177,FIN,chr13,
HG00177,FIN,chr14,
HG00177,FIN,chr15,1
HG00177,FIN,chr16,1
HG00177,FIN,chr17,3
HG00177,FIN,chr18,6
HG00177,FIN,chr19,7
HG00177,FIN,chr20,
HG00177,FIN,chr21,5
HG00177,FIN,chr22,
HG00178,FIN,chr1,104
HG00178,FIN,chr2,23
HG00178,FIN,chr3,14
HG00178,FIN,chr4,68
HG00178,FIN,chr5,1046
HG00178,FIN,chr6,11
HG00178,FIN,chr7,32
HG00178,FIN,chr8,4
HG00178,FIN,chr9,16
HG00178,FIN,chr10,11
HG00178,FIN,chr11,3
HG00178,FIN,chr12,269
HG00178,FIN,chr13,1
HG00178,FIN,chr14,
HG00178,FIN,chr15,30
HG00178,FIN,chr16,8
HG00178,FIN,chr17,2
HG00178,FIN,chr18,17
HG00178,FIN,chr19,13
HG00178,FIN,chr20,8
HG00178,FIN,chr21,31
HG00178,FIN,chr22,1
HG00179,FIN,chr1,60
HG00179,FIN,chr2,7
HG00179,FIN,chr3,9
HG00179,FIN,chr4,33
HG00179,FIN,chr5,336
HG00179,FIN,chr6,6
HG00179,FIN,chr7,15
HG00179,FIN,chr8,2
HG00179,FIN,chr9,5
HG00179,FIN,chr10,
HG00179,FIN,chr11,1
HG00179,FIN,chr12,97
HG00179,FIN,chr13,
HG00179,FIN,chr14,
HG00179,FIN,chr15,10
HG00179,FIN,chr16,4
HG00179,FIN,chr17,2
HG00179,FIN,chr18,13
HG00179,FIN,chr19,6
HG00179,FIN,chr20,5
HG00179,FIN,chr21,9
HG00179,FIN,chr22,1
HG00180,FIN,chr1,18
HG00180,FIN,chr2,2
HG00180,FIN,chr3,
HG00180,FIN,chr4,7
HG00180,FIN,chr5,35
HG00180,FIN,chr6,2
HG00180,FIN,chr7,1
HG00180,FIN,chr8,1
HG00180,FIN,chr9,1
HG00180,FIN,chr10,
HG00180,FIN,chr11,1
HG00180,FIN,chr12,14
HG00180,FIN,chr13,
HG00180,FIN,chr14,
HG00180,FIN,chr15,3
HG00180,FIN,chr16,2
HG00180,FIN,chr17,
HG00180,FIN,chr18,4
HG00180,FIN,chr19,2
HG00180,FIN,chr20,
HG00180,FIN,chr21,1
HG00180,FIN,chr22,1
HG00181,FIN,chr1,46
HG00181,FIN,chr2,8
HG00181,FIN,chr3,3
HG00181,FIN,chr4,44
HG00181,FIN,chr5,332
HG00181,FIN,chr6,5
HG00181,FIN,chr7,24
HG00181,FIN,chr8,5
HG00181,FIN,chr9,11
HG00181,FIN,chr10,2
HG00181,FIN,chr11,2
HG00181,FIN,chr12,112
HG00181,FIN,chr13,
HG00181,FIN,chr14,
HG00181,FIN,chr15,14
HG00181,FIN,chr16,8
HG00181,FIN,chr17,1
HG00181,FIN,chr18,10
HG00181,FIN,chr19,10
HG00181,FIN,chr20,4
HG00181,FIN,chr21,23
HG00181,FIN,chr22,
HG00182,FIN,chr1,166
HG00182,FIN,chr2,32
HG00182,FIN,chr3,12
HG00182,FIN,chr4,103
HG00182,FIN,chr5,2038
HG00182,FIN,chr6,1
HG00182,FIN,chr7,68
HG00182,FIN,chr8,1
HG00182,FIN,chr9,6
HG00182,FIN,chr10,17
HG00182,FIN,chr11,8
HG00182,FIN,chr12,608
HG00182,FIN,chr13,
HG00182,FIN,chr14,
HG00182,FIN,chr15,38
HG00182,FIN,chr16,1
HG00182,FIN,chr17,2
HG00182,FIN,chr18,39
HG00182,FIN,chr19,34
HG00182,FIN,chr20,7
HG00182,FIN,chr21,32
HG00182,FIN,chr22,1
HG00183,FIN,chr1,6
HG00183,FIN,chr2,2
HG00183,FIN,chr3,1
HG00183,FIN,chr4,5
HG00183,FIN,chr5,30
HG00183,FIN,chr6,
HG00183,FIN,chr7,4
HG00183,FIN,chr8,
HG00183,FIN,chr9,1
HG00183,FIN,chr10,1
HG00183,FIN,chr11,2
HG00183,FIN,chr12,13
HG00183,FIN,chr13,
HG00183,FIN,chr14,
HG00183,FIN,chr15,4
HG00183,FIN,chr16,2
HG00183,FIN,chr17,1
HG00183,FIN,chr18,11
HG00183,FIN,chr19,2
HG00183,FIN,chr20,3
HG00183,FIN,chr21,1
HG00183,FIN,chr22,
HG00185,FIN,chr1,91
HG00185,FIN,chr2,20
HG00185,FIN,chr3,15
HG00185,FIN,chr4,85
HG00185,FIN,chr5,739
HG00185,FIN,chr6,7
HG00185,FIN,chr7,40
HG00185,FIN,chr8,5
HG00185,FIN,chr9,6
HG00185,FIN,chr10,15
HG00185,FIN,chr11,8
HG00185,FIN,chr12,226
HG00185,FIN,chr13,
HG00185,FIN,chr14,
HG00185,FIN,chr15,39
HG00185,FIN,chr16,7
HG00185,FIN,chr17,4
HG00185,FIN,chr18,19
HG00185,FIN,chr19,7
HG00185,FIN,chr20,11
HG00185,FIN,chr21,27
HG00185,FIN,chr22,1
HG00186,FIN,chr1,129
HG00186,FIN,chr2,26
HG00186,FIN,chr3,12
HG00186,FIN,chr4,87
HG00186,FIN,chr5,1219
HG00186,FIN,chr6,4
HG00186,FIN,chr7,53
HG00186,FIN,chr8,2
HG00186,FIN,chr9,6
HG00186,FIN,chr10,19
HG00186,FIN,chr11,8
HG00186,FIN,chr12,395
HG00186,FIN,chr13,
HG00186,FIN,chr14,
HG00186,FIN,chr15,35
HG00186,FIN,chr16,5
HG00186,FIN,chr17,4
HG00186,FIN,chr18,39
HG00186,FIN,chr19,29
HG00186,FIN,chr20,6
HG00186,FIN,chr21,26
HG00186,FIN,chr22,2
HG00187,FIN,chr1,23
HG00187,FIN,chr2,5
HG00187,FIN,chr3,2
HG00187,FIN,chr4,13
HG00187,FIN,chr5,88
HG00187,FIN,chr6,1
HG00187,FIN,chr7,4
HG00187,FIN,chr8,5
HG00187,FIN,chr9,3
HG00187,FIN,chr10,5
HG00187,FIN,chr11,4
HG00187,FIN,chr12,30
HG00187,FIN,chr13,
HG00187,FIN,chr14,
HG00187,FIN,chr15,6
HG00187,FIN,chr16,
HG00187,FIN,chr17,2
HG00187,FIN,chr18,17
HG00187,FIN,chr19,26
HG00187,FIN,chr20,3
HG00187,FIN,chr21,5
HG00187,FIN,chr22,1
HG00188,FIN,chr1,79
HG00188,FIN,chr2,17
HG00188,FIN,chr3,6
HG00188,FIN,chr4,59
HG00188,FIN,chr5,456
HG00188,FIN,chr6,5
HG00188,FIN,chr7,18
HG00188,FIN,chr8,3
HG00188,FIN,chr9,6
HG00188,FIN,chr10,8
HG00188,FIN,chr11,4
HG00188,FIN,chr12,117
HG00188,FIN,chr13,
HG00188,FIN,chr14,
HG00188,FIN,chr15,17
HG00188,FIN,chr16,3
HG00188,FIN,chr17,
HG00188,FIN,chr18,19
HG00188,FIN,chr19,8
HG00188,FIN,chr20,2
HG00188,FIN,chr21,15
HG00188,FIN,chr22,1
HG00189,FIN,chr1,60
HG00189,FIN,chr2,7
HG00189,FIN,chr3,6
HG00189,FIN,chr4,46
HG00189,FIN,chr5,338
HG00189,FIN,chr6,3
HG00189,FIN,chr7,17
HG00189,FIN,chr8,3
HG00189,FIN,chr9,4
HG00189,FIN,chr10,6
HG00189,FIN,chr11,9
HG00189,FIN,chr12,119
HG00189,FIN,chr13,
HG00189,FIN,chr14,
HG00189,FIN,chr15,18
HG00189,FIN,chr16,3
HG00189,FIN,chr17,1
HG00189,FIN,chr18,21
HG00189,FIN,chr19,11
HG00189,FIN,chr20,4
HG00189,FIN,chr21,10
HG00189,FIN,chr22,2
HG00190,FIN,chr1,59
HG00190,FIN,chr2,11
HG00190,FIN,chr3,3
HG00190,FIN,chr4,41
HG00190,FIN,chr5,369
HG00190,FIN,chr6,8
HG00190,FIN,chr7,15
HG00190,FIN,chr8,2
HG00190,FIN,chr9,2
HG00190,FIN,chr10,3
HG00190,FIN,chr11,
HG00190,FIN,chr12,106
HG00190,FIN,chr13,
HG00190,FIN,chr14,
HG00190,FIN,chr15,14
HG00190,FIN,chr16,3
HG00190,FIN,chr17,
HG00190,FIN,chr18,11
HG00190,FIN,chr19,11
HG00190,FIN,chr20,2
HG00190,FIN,chr21,15
HG00190,FIN,chr22,
HG00231,GBR,chr1,21
HG00231,GBR,chr2,6
HG00231,GBR,chr3,3
HG00231,GBR,chr4,16
HG00231,GBR,chr5,108
HG00231,GBR,chr6,2
HG00231,GBR,chr7,12
HG00231,GBR,chr8,2
HG00231,GBR,chr9,5
HG00231,GBR,chr10,3
HG00231,GBR,chr11,5
HG00231,GBR,chr12,39
HG00231,GBR,chr13,
HG00231,GBR,chr14,
HG00231,GBR,chr15,12
HG00231,GBR,chr16,5
HG00231,GBR,chr17,3
HG00231,GBR,chr18,11
HG00231,GBR,chr19,11
HG00231,GBR,chr20,1
HG00231,GBR,chr21,9
HG00231,GBR,chr22,
HG00232,GBR,chr1,68
HG00232,GBR,chr2,41
HG00232,GBR,chr3,17
HG00232,GBR,chr4,51
HG00232,GBR,chr5,708
HG00232,GBR,chr6,5
HG00232,GBR,chr7,31
HG00232,GBR,chr8,1
HG00232,GBR,chr9,7
HG00232,GBR,chr10,5
HG00232,GBR,chr11,8
HG00232,GBR,chr12,208
HG00232,GBR,chr13,1
HG00232,GBR,chr14,
HG00232,GBR,chr15,18
HG00232,GBR,chr16,2
HG00232,GBR,chr17,3
HG00232,GBR,chr18,31
HG00232,GBR,chr19,13
HG00232,GBR,chr20,9
HG00232,GBR,chr21,24
HG00232,GBR,chr22,
HG00233,GBR,chr1,19
HG00233,GBR,chr2,5
HG00233,GBR,chr3,5
HG00233,GBR,chr4,16
HG00233,GBR,chr5,38
HG00233,GBR,chr6,
HG00233,GBR,chr7,4
HG00233,GBR,chr8,
HG00233,GBR,chr9,3
HG00233,GBR,chr10,2
HG00233,GBR,chr11,2
HG00233,GBR,chr12,16
HG00233,GBR,chr13,
HG00233,GBR,chr14,1
HG00233,GBR,chr15,3
HG00233,GBR,chr16,1
HG00233,GBR,chr17,2
HG00233,GBR,chr18,12
HG00233,GBR,chr19,2
HG00233,GBR,chr20,3
HG00233,GBR,chr21,5
HG00233,GBR,chr22,
HG00234,GBR,chr1,25
HG00234,GBR,chr2,8
HG00234,GBR,chr3,2
HG00234,GBR,chr4,21
HG00234,GBR,chr5,82
HG00234,GBR,chr6,2
HG00234,GBR,chr7,11
HG00234,GBR,chr8,
HG00234,GBR,chr9,8
HG00234,GBR,chr10,9
HG00234,GBR,chr11,1
HG00234,GBR,chr12,26
HG00234,GBR,chr13,
HG00234,GBR,chr14,
HG00234,GBR,chr15,7
HG00234,GBR,chr16,6
HG00234,GBR,chr17,1
HG00234,GBR,chr18,10
HG00234,GBR,chr19,3
HG00234,GBR,chr20,
HG00234,GBR,chr21,5
HG00234,GBR,chr22,
HG00235,GBR,chr1,72
HG00235,GBR,chr2,18
HG00235,GBR,chr3,4
HG00235,GBR,chr4,50
HG00235,GBR,chr5,293
HG00235,GBR,chr6,7
HG00235,GBR,chr7,13
HG00235,GBR,chr8,2
HG00235,GBR,chr9,6
HG00235,GBR,chr10,10
HG00235,GBR,chr11,4
HG00235,GBR,chr12,85
HG00235,GBR,chr13,
HG00235,GBR,chr14,1
HG00235,GBR,chr15,19
HG00235,GBR,chr16,6
HG00235,GBR,chr17,2
HG00235,GBR,chr18,17
HG00235,GBR,chr19,14
HG00235,GBR,chr20,7
HG00235,GBR,chr21,11
HG00235,GBR,chr22,1
HG00236,GBR,chr1,137
HG00236,GBR,chr2,57
HG00236,GBR,chr3,36
HG00236,GBR,chr4,87
HG00236,GBR,chr5,965
HG00236,GBR,chr6,20
HG00236,GBR,chr7,60
HG00236,GBR,chr8,19
HG00236,GBR,chr9,29
HG00236,GBR,chr10,19
HG00236,GBR,chr11,15
HG00236,GBR,chr12,306
HG00236,GBR,chr13,7
HG00236,GBR,chr14,2
HG00236,GBR,chr15,31
HG00236,GBR,chr16,8
HG00236,GBR,chr17,7
HG00236,GBR,chr18,69
HG00236,GBR,chr19,30
HG00236,GBR,chr20,16
HG00236,GBR,chr21,31
HG00236,GBR,chr22,9
HG00237,GBR,chr1,38
HG00237,GBR,chr2,8
HG00237,GBR,chr3,2
HG00237,GBR,chr4,21
HG00237,GBR,chr5,134
HG00237,GBR,chr6,6
HG00237,GBR,chr7,11
HG00237,GBR,chr8,1
HG00237,GBR,chr9,4
HG00237,GBR,chr10,8
HG00237,GBR,chr11,3
HG00237,GBR,chr12,62
HG00237,GBR,chr13,
HG00237,GBR,chr14,
HG00237,GBR,chr15,10
HG00237,GBR,chr16,
HG00237,GBR,chr17,1
HG00237,GBR,chr18,7
HG00237,GBR,chr19,3
HG00237,GBR,chr20,3
HG00237,GBR,chr21,8
HG00237,GBR,chr22,1
HG00238,GBR,chr1,21
HG00238,GBR,chr2,6
HG00238,GBR,chr3,4
HG00238,GBR,chr4,4
HG00238,GBR,chr5,95
HG00238,GBR,chr6,2
HG00238,GBR,chr7,2
HG00238,GBR,chr8,2
HG00238,GBR,chr9,1
HG00238,GBR,chr10,7
HG00238,GBR,chr11,2
HG00238,GBR,chr12,35
HG00238,GBR,chr13,
HG00238,GBR,chr14,
HG00238,GBR,chr15,10
HG00238,GBR,chr16,4
HG00238,GBR,chr17,1
HG00238,GBR,chr18,1
HG00238,GBR,chr19,9
HG00238,GBR,chr20,4
HG00238,GBR,chr21,6
HG00238,GBR,chr22,
HG00239,GBR,chr1,113
HG00239,GBR,chr2,35
HG00239,GBR,chr3,20
HG00239,GBR,chr4,70
HG00239,GBR,chr5,600
HG00239,GBR,chr6,16
HG00239,GBR,chr7,35
HG00239,GBR,chr8,5
HG00239,GBR,chr9,15
HG00239,GBR,chr10,15
HG00239,GBR,chr11,14
HG00239,GBR,chr12,221
HG00239,GBR,chr13,1
HG00239,GBR,chr14,1
HG00239,GBR,chr15,32
HG00239,GBR,chr16,11
HG00239,GBR,chr17,6
HG00239,GBR,chr18,60
HG00239,GBR,chr19,22
HG00239,GBR,chr20,8
HG00239,GBR,chr21,20
HG00239,GBR,chr22,1
HG00240,GBR,chr1,31
HG00240,GBR,chr2,7
HG00240,GBR,chr3,5
HG00240,GBR,chr4,18
HG00240,GBR,chr5,194
HG00240,GBR,chr6,2
HG00240,GBR,chr7,12
HG00240,GBR,chr8,1
HG00240,GBR,chr9,2
HG00240,GBR,chr10,1
HG00240,GBR,chr11,5
HG00240,GBR,chr12,53
HG00240,GBR,chr13,1
HG00240,GBR,chr14,
HG00240,GBR,chr15,3
HG00240,GBR,chr16,
HG00240,GBR,chr17,1
HG00240,GBR,chr18,4
HG00240,GBR,chr19,3
HG00240,GBR,chr20,3
HG00240,GBR,chr21,8
HG00240,GBR,chr22,1
HG00242,GBR,chr1,172
HG00242,GBR,chr2,38
HG00242,GBR,chr3,14
HG00242,GBR,chr4,78
HG00242,GBR,chr5,666
HG00242,GBR,chr6,1
HG00242,GBR,chr7,42
HG00242,GBR,chr8,2
HG00242,GBR,chr9,7
HG00242,GBR,chr10,14
HG00242,GBR,chr11,7
HG00242,GBR,chr12,204
HG00242,GBR,chr13,
HG00242,GBR,chr14,1
HG00242,GBR,chr15,38
HG00242,GBR,chr16,3
HG00242,GBR,chr17,2
HG00242,GBR,chr18,41
HG00242,GBR,chr19,21
HG00242,GBR,chr20,9
HG00242,GBR,chr21,28
HG00242,GBR,chr22,1
HG00243,GBR,chr1,40
HG00243,GBR,chr2,4
HG00243,GBR,chr3,2
HG00243,GBR,chr4,27
HG00243,GBR,chr5,187
HG00243,GBR,chr6,4
HG00243,GBR,chr7,4
HG00243,GBR,chr8,1
HG00243,GBR,chr9,1
HG00243,GBR,chr10,4
HG00243,GBR,chr11,2
HG00243,GBR,chr12,59
HG00243,GBR,chr13,
HG00243,GBR,chr14,
HG00243,GBR,chr15,10
HG00243,GBR,chr16,3
HG00243,GBR,chr17,1
HG00243,GBR,chr18,7
HG00243,GBR,chr19,12
HG00243,GBR,chr20,1
HG00243,GBR,chr21,10
HG00243,GBR,chr22,1
HG00244,GBR,chr1,30
HG00244,GBR,chr2,14
HG00244,GBR,chr3,4
HG00244,GBR,chr4,40
HG00244,GBR,chr5,352
HG00244,GBR,chr6,4
HG00244,GBR,chr7,6
HG00244,GBR,chr8,1
HG00244,GBR,chr9,7
HG00244,GBR,chr10,1
HG00244,GBR,chr11,1
HG00244,GBR,chr12,137
HG00244,GBR,chr13,
HG00244,GBR,chr14,
HG00244,GBR,chr15,14
HG00244,GBR,chr16,2
HG00244,GBR,chr17,
HG00244,GBR,chr18,10
HG00244,GBR,chr19,4
HG00244,GBR,chr20,5
HG00244,GBR,chr21,7
HG00244,GBR,chr22,
HG00245,GBR,chr1,20
HG00245,GBR,chr2,14
HG00245,GBR,chr3,5
HG00245,GBR,chr4,10
HG00245,GBR,chr5,61
HG00245,GBR,chr6,2
HG00245,GBR,chr7,6
HG00245,GBR,chr8,7
HG00245,GBR,chr9,5
HG00245,GBR,chr10,9
HG00245,GBR,chr11,
HG00245,GBR,chr12,17
HG00245,GBR,chr13,
HG00245,GBR,chr14,
HG00245,GBR,chr15,5
HG00245,GBR,chr16,6
HG00245,GBR,chr17,2
HG00245,GBR,chr18,8
HG00245,GBR,chr19,3
HG00245,GBR,chr20,1
HG00245,GBR,chr21,7
HG00245,GBR,chr22,
HG00246,GBR,chr1,72
HG00246,GBR,chr2,26
HG00246,GBR,chr3,30
HG00246,GBR,chr4,59
HG00246,GBR,chr5,407
HG00246,GBR,chr6,3
HG00246,GBR,chr7,36
HG00246,GBR,chr8,2
HG00246,GBR,chr9,12
HG00246,GBR,chr10,15
HG00246,GBR,chr11,11
HG00246,GBR,chr12,197
HG00246,GBR,chr13,
HG00246,GBR,chr14,1
HG00246,GBR,chr15,21
HG00246,GBR,chr16,6
HG00246,GBR,chr17,5
HG00246,GBR,chr18,62
HG00246,GBR,chr19,33
HG00246,GBR,chr20,5
HG00246,GBR,chr21,21
HG00246,GBR,chr22,1
HG00250,GBR,chr1,193
HG00250,GBR,chr2,73
HG00250,GBR,chr3,32
HG00250,GBR,chr4,118
HG00250,GBR,chr5,1227
HG00250,GBR,chr6,9
